fund_return_category_rank_1year,fund_beta_3years,fund_stdev_3years,fund_return_category_rank_ytd,fund_beta_5years,fund_stdev_5years,fund_stdev_10years,fund_r_squared_3years,fund_return_category_rank_3months,fund_return_2020_q1,fund_category,investment_type,size_type,morningstar_risk_rating
53.0,0.95,3.82,46.0,0.92,3.66,3.36,99.0,46.0,-0.00558,Muni National Interm,Blend,Medium,3.0
25.0,1.31,24.85,28.0,1.25,20.15,17.62,86.87,99.0,-0.36724,Foreign Small/Mid Blend,Value,Small,5.0
62.0,1.01,19.28,18.0,1.01,15.72,13.98,94.44,19.0,-0.17836,Large Growth,Growth,Large,3.0
88.0,0.85,6.99,100.0,0.98,7.34,13.17,17.14,100.0,-0.01091,World Bond,Growth,Medium,4.0
86.0,0.86,7.03,100.0,0.99,7.38,13.17,17.44,100.0,-0.01118,World Bond,Growth,Medium,4.0
63.0,1.44,16.47,81.0,1.44,13.24,12.18,99.03,30.0,-0.19166,Target-Date 2045,Blend,Large,3.0
60.0,0.99,17.8,53.0,0.99,14.64,13.17,96.81,43.0,-0.23052,Foreign Large Blend,Blend,Large,3.0
16.0,1.25,14.33,36.0,1.24,11.5,10.76,98.26,14.0,-0.16182,Allocation--50% to 70% Equity,Blend,Large,4.0
1.0,0.75,9.61,1.0,0.72,7.59,6.91,78.99,3.0,-0.14576,Allocation--15% to 30% Equity,Value,Medium,5.0
38.0,0.87,20.38,48.0,0.89,17.66,19.84,56.2,90.0,-0.10754,China Region,Blend,Large,3.0
27.0,1.12,21.37,10.0,1.11,18.0,13.17,84.73,8.0,-0.2868,Diversified Emerging Mkts,Blend,Medium,4.0
28.0,1.05,19.02,94.0,1.07,16.34,16.6,94.77,73.0,-0.22142,Europe Stock,Blend,Large,3.0
64.0,0.9,16.96,52.0,0.91,14.39,13.7,86.34,36.0,-0.21773,Foreign Small/Mid Growth,Growth,Medium,1.0
7.0,0.82,16.11,76.0,0.8,13.53,13.71,79.12,43.0,-0.18277,Japan Stock,Blend,Large,3.0
94.0,1.62,35.13,94.0,1.61,30.3,26.97,66.67,62.0,-0.49265,Latin America Stock,Blend,Medium,3.0
86.0,0.92,17.59,82.0,0.93,14.92,13.17,85.0,66.0,-0.23692,Diversified Emerging Mkts,Blend,Large,1.0
54.0,0.98,18.24,30.0,0.98,15.05,14.28,91.96,40.0,-0.17158,Unknown,Growth,Large,3.0
3.0,0.91,20.21,62.0,0.93,17.38,17.82,62.73,15.0,-0.11922,Pacific/Asia ex-Japan Stk,Growth,Large,4.0
70.0,0.89,16.2,75.0,0.89,13.16,13.17,97.59,63.0,-0.19074,World Large-Stock Blend,Blend,Large,2.0
40.0,1.24,24.32,31.0,1.21,19.91,20.88,84.02,47.0,-0.32392,Natural Resources,Value,Large,3.0
23.0,0.22,8.54,18.0,0.14,6.63,5.25,0.74,23.0,-0.13102,Bank Loan,Value,Small,3.0
1.0,0.43,13.2,1.0,0.42,10.46,9.31,1.21,4.0,-0.1789,High Yield Bond,Blend,Large,5.0
17.0,1.29,15.93,3.0,1.26,12.73,12.49,84.67,23.0,-0.11974,Convertibles,Blend,Medium,4.0
56.0,1.21,14.02,34.0,1.2,11.34,10.11,95.61,62.0,-0.17024,Allocation--70% to 85% Equity,Value,Large,2.0
10.0,1.38,7.72,18.0,1.39,6.66,13.17,37.3,1.0,-0.06243,World Bond-USD Hedged,Value,Large,5.0
54.0,0.92,3.74,54.0,0.88,3.51,3.06,98.08,61.0,-0.0113,Muni National Interm,Value,Medium,3.0
81.0,0.73,14.92,94.0,0.75,12.68,14.72,76.62,82.0,-0.19844,Global Real Estate,Blend,Medium,2.0
86.0,0.73,14.94,95.0,0.75,12.69,14.7,76.71,90.0,-0.20032,Global Real Estate,Blend,Medium,2.0
80.0,0.73,14.96,93.0,0.75,12.7,14.71,76.96,79.0,-0.19831,Global Real Estate,Blend,Medium,2.0
60.0,0.85,9.7,74.0,0.86,7.94,8.38,98.19,67.0,-0.11242,Target-Date 2025,Blend,Large,2.0
81.0,0.73,14.99,94.0,0.75,12.74,14.73,76.98,80.0,-0.19814,Global Real Estate,Blend,Medium,2.0
87.0,0.36,4.48,90.0,0.38,3.73,4.69,84.39,89.0,-0.0392,Target-Date Retirement,Blend,Large,2.0
78.0,0.39,4.81,81.0,0.41,4.01,5.19,85.48,77.0,-0.04654,Target-Date Retirement,Blend,Large,3.0
84.0,0.5,5.83,87.0,0.52,4.93,6.21,92.65,84.0,-0.05875,Target-Date 2000-2010,Blend,Large,2.0
77.0,0.63,7.24,91.0,0.64,6.03,6.94,96.08,80.0,-0.07896,Target-Date 2015,Blend,Large,2.0
84.0,0.73,14.95,95.0,0.75,12.71,14.73,76.74,84.0,-0.19969,Global Real Estate,Blend,Medium,2.0
59.0,0.67,7.77,70.0,0.69,6.44,7.24,96.54,69.0,-0.08893,Target-Date 2015,Blend,Large,3.0
59.0,0.75,8.64,71.0,0.77,7.12,7.7,97.61,61.0,-0.09822,Target-Date 2020,Blend,Large,3.0
29.0,0.82,9.37,50.0,0.83,7.69,8.12,97.86,49.0,-0.11052,Target-Date 2020,Blend,Large,3.0
61.0,0.16,1.61,22.0,0.12,1.26,0.97,11.3,56.0,-0.01514,Ultrashort Bond,Value,Medium,3.0
57.0,1.35,17.48,19.0,1.32,14.04,12.45,76.71,13.0,-0.13375,Convertibles,Value,Medium,5.0
29.0,1.32,24.88,31.0,1.26,20.17,17.64,86.82,100.0,-0.36762,Foreign Small/Mid Blend,Value,Small,5.0
77.0,0.91,17.37,85.0,0.91,14.05,12.74,93.68,27.0,-0.22725,Large Value,Value,Large,2.0
57.0,1.11,22.72,87.0,1.11,18.49,16.94,81.93,35.0,-0.18227,Mid-Cap Growth,Growth,Medium,3.0
20.0,0.54,2.3,34.0,0.51,2.13,1.76,89.28,26.0,-0.01136,Muni National Short,Value,Medium,4.0
30.0,1.09,19.71,53.0,1.06,16.07,15.31,94.59,89.0,-0.28088,Foreign Small/Mid Blend,Blend,Medium,2.0
43.0,0.61,7.08,57.0,1.01,13.51,13.17,96.23,53.0,-0.07573,Target-Date 2000-2010,Blend,Large,3.0
59.0,1.0,18.54,49.0,1.0,15.0,13.6,99.98,38.0,-0.19646,Large Blend,Blend,Large,3.0
9.0,1.02,12.23,6.0,1.01,9.9,9.64,89.49,72.0,-0.16362,Allocation--30% to 50% Equity,Value,Large,5.0
65.0,1.34,27.64,69.0,1.3,22.22,18.63,80.29,71.0,-0.3766,Small Value,Value,Small,3.0
65.0,1.34,27.63,67.0,1.3,22.22,18.62,80.38,67.0,-0.37599,Small Value,Value,Small,3.0
64.0,1.34,27.65,66.0,1.3,22.23,18.63,80.33,68.0,-0.37593,Small Value,Value,Small,3.0
86.0,1.01,16.41,88.0,1.01,13.51,13.17,87.57,93.0,-0.18214,Foreign Large Growth,Growth,Large,3.0
36.0,0.99,17.56,45.0,1.01,13.51,13.17,99.4,41.0,-0.23465,Foreign Large Blend,Blend,Large,3.0
75.0,0.86,15.88,28.0,0.87,13.57,13.63,91.01,19.0,-0.17699,Foreign Large Growth,Growth,Large,2.0
5.0,1.38,15.74,14.0,1.38,12.76,12.1,98.5,14.0,-0.19048,Target-Date 2035,Blend,Large,5.0
21.0,1.24,24.05,75.0,1.22,19.27,16.88,91.66,77.0,-0.29925,Mid-Cap Blend,Blend,Medium,4.0
75.0,0.5,5.87,80.0,0.51,4.88,5.25,91.62,83.0,-0.06205,Target-Date 2000-2010,Blend,Large,2.0
51.0,0.97,18.04,26.0,1.01,13.51,13.17,99.02,17.0,-0.1847,Large Blend,Blend,Large,2.0
85.0,1.01,16.41,78.0,1.01,13.51,13.17,87.57,74.0,0.08218,Foreign Large Growth,Growth,Large,3.0
74.0,0.76,3.08,67.0,0.78,3.1,3.24,97.34,53.0,-0.0031,Muni National Interm,Blend,Medium,2.0
38.0,1.17,13.71,26.0,1.16,11.01,9.74,94.07,59.0,-0.20057,Allocation--50% to 70% Equity,Value,Large,4.0
25.0,0.43,1.97,34.0,0.52,2.02,1.95,60.07,82.0,0.02073,Intermediate Government,Blend,Large,2.0
35.0,1.17,13.72,22.0,1.16,11.01,9.74,94.12,55.0,-0.19984,Allocation--50% to 70% Equity,Value,Large,4.0
33.0,1.17,13.73,21.0,1.16,11.03,9.75,94.07,57.0,-0.19951,Allocation--50% to 70% Equity,Value,Large,4.0
11.0,1.01,11.5,20.0,1.01,9.35,9.36,98.58,19.0,-0.13757,Target-Date 2025,Blend,Large,4.0
76.0,0.76,3.08,68.0,0.78,3.08,3.24,97.28,54.0,-0.00323,Muni National Interm,Blend,Medium,2.0
40.0,0.57,13.96,88.0,0.56,12.17,11.39,53.48,54.0,-0.17073,Utilities,Value,Large,1.0
56.0,0.51,28.7,33.0,0.58,25.38,29.04,10.39,70.0,-0.10511,Equity Precious Metals,Blend,Medium,1.0
48.0,1.22,24.45,68.0,1.2,19.67,17.44,85.95,71.0,-0.35421,Mid-Cap Value,Value,Medium,3.0
82.0,0.99,19.25,81.0,0.98,15.47,13.57,90.04,68.0,-0.26646,Large Value,Value,Large,2.0
82.0,0.98,19.18,81.0,0.98,15.42,13.56,90.25,62.0,-0.26495,Large Value,Value,Large,2.0
81.0,0.99,19.25,81.0,0.98,15.46,13.58,90.08,64.0,-0.26505,Large Value,Value,Large,2.0
67.0,0.83,15.67,69.0,0.85,13.6,14.67,87.34,60.0,-0.17088,Foreign Large Growth,Growth,Large,3.0
50.0,1.17,21.4,67.0,1.14,17.33,16.26,92.55,88.0,-0.28177,Foreign Large Value,Value,Large,3.0
54.0,1.17,21.37,70.0,1.14,17.31,16.21,92.5,89.0,-0.2823,Foreign Large Value,Value,Large,3.0
63.0,1.17,21.39,77.0,1.14,17.32,16.21,92.41,91.0,-0.28367,Foreign Large Value,Value,Large,3.0
56.0,1.17,21.38,73.0,1.14,17.32,16.22,92.56,90.0,-0.28315,Foreign Large Value,Value,Large,3.0
50.0,1.17,21.41,67.0,1.14,17.33,16.23,92.57,88.0,-0.2823,Foreign Large Value,Value,Large,3.0
25.0,1.39,16.61,10.0,1.37,13.35,11.47,90.41,18.0,-0.21561,Allocation--70% to 85% Equity,Blend,Large,4.0
46.0,1.22,24.46,65.0,1.2,19.68,17.44,85.96,68.0,-0.35365,Mid-Cap Value,Value,Medium,3.0
45.0,1.22,24.46,63.0,1.2,19.68,17.44,85.94,68.0,-0.3536,Mid-Cap Value,Value,Medium,3.0
18.0,0.54,2.29,22.0,0.52,2.16,1.79,89.82,24.0,-0.01121,Muni National Short,Value,Medium,4.0
4.0,0.89,10.54,2.0,0.89,8.69,13.17,91.25,5.0,-0.10924,Allocation--30% to 50% Equity,Value,Large,4.0
43.0,1.2,22.27,18.0,1.01,13.51,13.17,90.91,69.0,-0.29562,Foreign Large Value,Value,Large,4.0
20.0,0.68,7.04,25.0,0.7,5.74,5.13,10.75,18.0,-0.08593,Multisector Bond,Blend,Medium,3.0
36.0,1.26,5.19,32.0,1.2,4.84,4.25,94.15,50.0,-0.0166,Muni National Long,Blend,Medium,3.0
70.0,0.72,8.2,79.0,0.73,6.71,6.69,97.64,49.0,-0.08087,Target-Date 2015,Blend,Large,3.0
44.0,1.01,16.41,37.0,1.01,13.51,13.17,87.57,29.0,0.01188,Intermediate Core-Plus Bond,Value,Medium,3.0
50.0,0.84,9.64,66.0,0.85,7.84,7.68,98.66,34.0,-0.1006,Target-Date 2020,Blend,Large,3.0
30.0,1.09,19.71,54.0,1.06,16.06,15.32,94.56,90.0,-0.28086,Foreign Small/Mid Blend,Blend,Medium,2.0
61.0,0.85,9.71,75.0,0.86,7.95,8.39,98.19,68.0,-0.11245,Target-Date 2025,Blend,Large,2.0
13.0,1.01,16.41,29.0,1.01,13.51,13.17,87.57,34.0,-0.13295,Target-Date 2025,Blend,Large,3.0
50.0,1.34,26.86,17.0,1.3,21.8,13.17,85.06,11.0,-0.35653,Small Blend,Blend,Small,4.0
13.0,1.01,16.41,27.0,1.01,13.51,13.17,87.57,22.0,-0.13333,Target-Date 2025,Blend,Large,3.0
26.0,1.01,16.41,45.0,1.01,13.51,13.17,87.57,50.0,-0.13563,Target-Date 2025,Blend,Large,3.0
19.0,1.01,16.41,39.0,1.01,13.51,13.17,87.57,36.0,-0.1346,Target-Date 2025,Blend,Large,3.0
17.0,1.01,16.41,35.0,1.01,13.51,13.17,87.57,36.0,-0.13429,Target-Date 2025,Blend,Large,3.0
17.0,1.01,16.41,28.0,1.01,13.51,13.17,87.57,18.0,-0.11804,Target-Date 2020,Blend,Large,3.0
18.0,1.01,16.41,29.0,1.01,13.51,13.17,87.57,20.0,-0.11837,Target-Date 2020,Blend,Large,3.0
25.0,1.01,16.41,56.0,1.01,13.51,13.17,87.57,41.0,-0.12061,Target-Date 2020,Blend,Large,3.0
19.0,1.01,16.41,39.0,1.01,13.51,13.17,87.57,38.0,-0.15532,Target-Date 2030,Blend,Large,3.0
22.0,1.01,16.41,38.0,1.01,13.51,13.17,87.57,36.0,-0.11943,Target-Date 2020,Blend,Large,3.0
20.0,1.01,16.41,33.0,1.01,13.51,13.17,87.57,20.0,-0.11848,Target-Date 2020,Blend,Large,3.0
23.0,1.01,16.41,49.0,1.01,13.51,13.17,87.57,44.0,-0.0981,Target-Date 2015,Blend,Large,3.0
25.0,1.01,16.41,50.0,1.01,13.51,13.17,87.57,45.0,-0.09838,Target-Date 2015,Blend,Large,3.0
44.0,1.01,16.41,71.0,1.01,13.51,13.17,87.57,64.0,-0.10057,Target-Date 2015,Blend,Large,3.0
36.0,1.01,16.41,63.0,1.01,13.51,13.17,87.57,52.0,-0.09924,Target-Date 2015,Blend,Large,3.0
29.0,1.01,16.41,60.0,1.01,13.51,13.17,87.57,47.0,-0.09933,Target-Date 2015,Blend,Large,3.0
53.0,1.01,16.41,64.0,1.01,13.51,13.17,87.57,65.0,-0.07634,Target-Date 2000-2010,Blend,Large,3.0
52.0,1.01,16.41,64.0,1.01,13.51,13.17,87.57,58.0,-0.07648,Target-Date 2000-2010,Blend,Large,3.0
64.0,1.01,16.41,71.0,1.01,13.51,13.17,87.57,75.0,-0.07862,Target-Date 2000-2010,Blend,Large,3.0
55.0,1.01,16.41,69.0,1.01,13.51,13.17,87.57,73.0,-0.07759,Target-Date 2000-2010,Blend,Large,3.0
16.0,1.01,16.41,35.0,1.01,13.51,13.17,87.57,35.0,-0.15517,Target-Date 2030,Blend,Large,3.0
100.0,0.42,5.1,100.0,0.44,4.24,4.6,89.46,98.0,-0.03602,Target-Date 2000-2010,Blend,Large,1.0
16.0,1.01,16.41,34.0,1.01,13.51,13.17,87.57,33.0,-0.15473,Target-Date 2030,Blend,Large,3.0
4.0,1.37,15.66,16.0,1.01,13.51,13.17,98.65,18.0,-0.18774,Target-Date 2035,Blend,Large,4.0
35.0,1.08,4.4,31.0,1.09,4.36,4.27,96.64,27.0,-0.01484,Muni Minnesota,Blend,Medium,5.0
25.0,0.82,16.1,79.0,0.8,13.53,13.7,79.24,52.0,-0.18516,Japan Stock,Blend,Large,3.0
8.0,0.82,16.11,77.0,0.8,13.53,13.71,79.17,42.0,-0.18266,Japan Stock,Blend,Large,3.0
8.0,0.82,16.14,77.0,0.8,13.55,13.72,79.21,42.0,-0.18355,Japan Stock,Blend,Large,3.0
10.0,0.82,16.11,78.0,0.8,13.54,13.7,79.14,48.0,-0.18457,Japan Stock,Blend,Large,3.0
70.0,0.52,2.76,91.0,0.49,2.29,2.12,42.27,38.0,-0.01226,Short-Term Bond,Value,Medium,3.0
72.0,0.63,7.25,88.0,0.64,6.03,6.94,96.12,76.0,-0.07838,Target-Date 2015,Blend,Large,2.0
90.0,0.6,13.96,70.0,0.62,12.37,14.57,56.88,6.0,-0.19211,Japan Stock,Blend,Medium,3.0
31.0,0.61,11.73,42.0,0.42,9.33,8.86,3.15,22.0,-0.18286,High Yield Bond,Value,Small,5.0
27.0,0.61,11.75,37.0,0.42,9.35,8.9,3.15,14.0,-0.18185,High Yield Bond,Value,Small,5.0
59.0,0.1,1.01,36.0,1.01,13.51,13.17,12.28,24.0,-0.00791,Ultrashort Bond,Value,Medium,3.0
1.0,1.48,17.02,4.0,1.48,13.72,12.82,98.06,21.0,-0.20684,Target-Date 2045,Blend,Large,3.0
28.0,1.01,16.41,63.0,1.01,13.51,13.17,87.57,59.0,-0.15754,Target-Date 2030,Blend,Large,3.0
51.0,1.04,21.16,50.0,1.03,17.31,16.43,82.86,1.0,-0.13052,Large Growth,Growth,Large,4.0
81.0,1.09,23.74,60.0,1.07,19.23,19.87,71.97,12.0,-0.17883,Small Growth,Growth,Small,2.0
81.0,1.09,23.73,60.0,1.07,19.23,19.87,71.96,12.0,-0.17866,Small Growth,Growth,Small,2.0
45.0,1.04,21.18,44.0,1.03,17.32,16.44,82.88,1.0,-0.12944,Large Growth,Growth,Large,4.0
82.0,1.09,23.74,62.0,1.07,19.23,19.86,71.93,13.0,-0.17981,Small Growth,Growth,Small,3.0
35.0,1.14,5.83,53.0,1.08,4.83,4.07,45.12,14.0,-0.04133,Intermediate Core-Plus Bond,Value,Small,4.0
83.0,1.09,23.73,65.0,1.07,19.23,19.86,71.99,14.0,-0.18122,Small Growth,Growth,Small,3.0
44.0,0.98,4.06,51.0,0.93,3.73,3.61,95.11,94.0,-0.01025,Muni Single State Long,Blend,Medium,3.0
60.0,0.9,3.65,45.0,0.9,3.6,3.51,97.51,36.0,-0.01322,Muni California Intermediate,Blend,Medium,3.0
83.0,1.09,23.74,65.0,1.07,19.24,19.86,71.98,14.0,-0.1809,Small Growth,Growth,Small,3.0
32.0,0.99,21.3,80.0,1.0,17.88,16.62,74.48,9.0,-0.09895,Large Growth,Growth,Large,5.0
45.0,0.92,18.08,60.0,0.96,15.82,16.85,80.26,40.0,-0.19136,Diversified Emerging Mkts,Growth,Large,2.0
50.0,0.36,2.01,51.0,0.42,1.89,1.86,40.51,98.0,0.02693,Intermediate Government,Value,Large,2.0
5.0,1.48,17.0,6.0,1.48,13.7,12.65,98.39,9.0,-0.20615,Target-Date 2040,Blend,Large,5.0
54.0,1.0,18.92,70.0,1.0,15.33,13.69,95.93,68.0,-0.16162,Large Growth,Growth,Large,2.0
75.0,1.29,25.94,74.0,1.01,13.51,13.17,84.9,18.0,-0.33221,Small Blend,Blend,Small,4.0
78.0,0.9,16.46,47.0,1.01,13.51,13.17,93.53,48.0,-0.18998,Foreign Large Growth,Growth,Large,2.0
80.0,0.57,6.63,79.0,0.58,5.46,5.81,95.35,67.0,-0.05878,Target-Date 2000-2010,Blend,Large,2.0
9.0,1.02,12.28,6.0,1.01,9.96,9.7,88.27,72.0,-0.16362,Allocation--30% to 50% Equity,Value,Large,5.0
49.0,0.84,9.66,61.0,0.85,7.86,7.69,98.65,33.0,0.04392,Target-Date 2020,Blend,Large,3.0
9.0,1.02,12.21,5.0,1.01,9.91,9.68,89.35,74.0,-0.16025,Allocation--30% to 50% Equity,Value,Large,5.0
64.0,1.26,5.21,55.0,1.21,4.85,4.26,94.14,66.0,-0.01931,Muni National Long,Blend,Medium,3.0
77.0,0.76,3.08,70.0,0.78,3.09,3.24,97.53,57.0,-0.0035,Muni National Interm,Blend,Medium,2.0
82.0,1.09,23.73,62.0,1.07,19.23,19.88,71.95,13.0,-0.17963,Small Growth,Growth,Small,3.0
28.0,0.82,3.48,25.0,0.82,3.35,3.57,90.54,49.0,0.00589,Muni Single State Long,Blend,Medium,2.0
41.0,0.38,7.09,33.0,0.24,5.51,13.17,3.38,56.0,-0.09277,Nontraditional Bond,Value,Medium,3.0
31.0,0.37,7.03,26.0,0.23,5.46,13.17,3.23,45.0,-0.0896,Nontraditional Bond,Value,Medium,3.0
37.0,0.38,7.06,29.0,0.24,5.48,13.17,3.35,49.0,-0.09038,Nontraditional Bond,Value,Medium,3.0
35.0,0.38,7.15,28.0,0.24,5.55,13.17,3.32,51.0,-0.09143,Nontraditional Bond,Value,Medium,3.0
32.0,0.38,7.09,26.0,0.24,5.5,13.17,3.36,45.0,-0.09047,Nontraditional Bond,Value,Medium,3.0
26.0,1.09,21.68,17.0,1.06,17.16,15.28,86.32,66.0,-0.28528,Mid-Cap Blend,Value,Medium,3.0
67.0,0.97,4.08,79.0,0.93,3.79,3.64,91.13,63.0,-0.00076,Muni New York Intermediate,Blend,Large,3.0
55.0,0.97,4.08,65.0,0.93,3.8,3.66,91.15,59.0,0.00144,Muni New York Intermediate,Blend,Large,4.0
57.0,0.98,4.12,70.0,0.94,3.83,3.67,91.59,50.0,0.00021,Muni New York Intermediate,Blend,Large,4.0
54.0,0.97,4.09,66.0,0.94,3.81,3.66,90.93,52.0,0.00097,Muni New York Intermediate,Blend,Large,3.0
77.0,0.77,3.12,76.0,0.78,3.11,3.25,96.84,70.0,-0.00387,Muni National Interm,Blend,Medium,2.0
29.0,1.12,37.78,38.0,1.14,33.13,35.74,28.43,53.0,-0.28895,Equity Precious Metals,Blend,Medium,3.0
59.0,0.85,9.71,73.0,0.86,7.95,8.38,98.18,66.0,-0.11215,Target-Date 2025,Blend,Large,2.0
73.0,0.63,7.24,90.0,0.64,6.03,6.94,96.15,78.0,-0.0785,Target-Date 2015,Blend,Large,2.0
57.0,0.75,8.64,70.0,0.77,7.12,7.7,97.63,61.0,-0.09792,Target-Date 2020,Blend,Large,3.0
57.0,0.63,7.23,49.0,0.59,5.76,5.4,8.76,31.0,-0.09619,Multisector Bond,Value,Small,3.0
22.0,1.32,24.88,28.0,1.26,20.17,17.65,86.91,98.0,-0.36628,Foreign Small/Mid Blend,Value,Small,5.0
62.0,0.63,7.24,56.0,0.6,5.77,5.42,8.87,36.0,-0.09778,Multisector Bond,Value,Small,3.0
24.0,1.05,4.44,29.0,0.98,4.04,4.1,89.7,65.0,-0.03027,Muni Single State Long,Blend,Medium,4.0
76.0,0.92,3.82,84.0,0.88,3.53,3.48,94.59,61.0,0.00531,Muni Minnesota,Blend,Large,3.0
77.0,1.34,5.44,78.0,1.29,5.12,4.74,97.72,35.0,-0.01365,Muni California Long,Growth,Medium,4.0
57.0,1.07,4.36,50.0,0.95,3.84,3.9,96.88,39.0,-0.00436,Muni National Long,Growth,Medium,2.0
92.0,1.16,4.73,90.0,0.98,4.03,3.78,96.13,60.0,-0.00569,Muni New York Long,Growth,Large,2.0
48.0,0.97,3.94,56.0,0.88,3.56,3.85,97.6,25.0,-0.00177,Muni Single State Long,Blend,Medium,3.0
73.0,1.0,4.07,70.0,0.93,3.74,4.02,96.87,25.0,0.00248,Muni Massachusetts,Blend,Large,3.0
81.0,0.87,3.55,78.0,0.81,3.29,3.38,96.73,91.0,0.00594,Muni Single State Long,Blend,Large,2.0
66.0,0.83,3.47,72.0,0.82,3.34,3.7,92.59,24.0,0.00789,Muni Ohio,Growth,Large,2.0
70.0,1.34,5.45,72.0,1.28,5.11,4.73,97.69,31.0,-0.01335,Muni California Long,Growth,Medium,3.0
47.0,0.79,3.27,38.0,0.72,2.94,3.33,94.47,82.0,0.00217,Muni Single State Long,Blend,Medium,1.0
50.0,0.8,3.3,40.0,0.73,2.97,3.34,95.22,83.0,0.00117,Muni Single State Long,Blend,Medium,1.0
86.0,0.43,15.48,38.0,0.41,13.82,12.71,25.26,55.0,-0.14801,Utilities,Value,Medium,4.0
50.0,0.35,2.0,50.0,0.41,1.89,1.86,38.22,97.0,0.0288,Intermediate Government,Value,Large,2.0
84.0,0.43,15.46,38.0,0.41,13.8,12.7,25.36,54.0,-0.14771,Utilities,Value,Medium,4.0
41.0,0.98,4.04,27.0,0.92,3.76,3.61,95.41,85.0,-0.00958,Muni Single State Long,Blend,Medium,3.0
16.0,0.98,4.04,22.0,0.92,3.7,3.6,95.53,80.0,-0.00772,Muni Single State Long,Blend,Medium,3.0
22.0,0.98,4.02,22.0,0.92,3.69,3.59,95.24,77.0,-0.00734,Muni Single State Long,Blend,Medium,3.0
14.0,1.43,5.91,10.0,1.34,5.4,4.93,93.57,9.0,-0.02591,Muni National Long,Growth,Medium,4.0
42.0,1.07,20.08,28.0,1.06,16.13,14.88,98.04,88.0,-0.20361,Large Growth,Blend,Large,3.0
75.0,1.31,15.02,68.0,1.29,11.99,13.17,97.9,46.0,-0.17671,Target-Date 2040,Blend,Large,2.0
42.0,0.82,3.49,38.0,0.82,3.35,3.56,89.82,58.0,0.00542,Muni Single State Long,Blend,Medium,2.0
52.0,1.15,22.06,58.0,1.01,13.51,13.17,92.65,12.0,-0.26956,Mid-Cap Blend,Blend,Medium,3.0
22.0,0.81,3.45,18.0,0.82,3.33,3.56,89.88,32.0,0.00712,Muni Single State Long,Blend,Medium,2.0
42.0,0.22,7.94,45.0,0.16,6.14,4.74,0.91,37.0,-0.12392,Bank Loan,Value,Small,3.0
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,64.0,-0.16424,Target-Date 2060+,Blend,Large,3.0
88.0,0.83,3.34,86.0,0.84,3.1,3.49,72.23,40.0,0.00038,Nontraditional Bond,Growth,Medium,2.0
34.0,0.98,18.09,15.0,0.98,14.73,13.38,99.47,17.0,-0.1853,Large Blend,Blend,Large,2.0
2.0,1.37,26.63,12.0,1.34,21.25,19.41,90.46,54.0,-0.30415,Large Blend,Growth,Large,5.0
46.0,1.04,20.07,53.0,1.03,16.19,13.17,91.56,60.0,-0.26722,Large Value,Value,Large,3.0
52.0,1.0,18.54,43.0,1.0,15.0,13.17,100.0,26.0,-0.19722,Large Blend,Blend,Large,3.0
10.0,1.1,21.18,4.0,1.1,17.23,15.73,91.83,68.0,-0.24948,Large Blend,Value,Large,5.0
14.0,0.34,4.84,20.0,0.28,3.76,2.87,5.63,26.0,-0.06452,Short-Term Bond,Value,Small,5.0
16.0,0.33,4.86,25.0,0.28,3.77,2.88,5.45,49.0,-0.06573,Short-Term Bond,Value,Small,5.0
50.0,0.88,10.59,48.0,0.9,8.73,8.57,88.27,48.0,-0.1354,Tactical Allocation,Blend,Large,2.0
93.0,1.5,17.36,63.0,1.51,14.14,13.5,96.64,40.0,-0.20135,Allocation--85%+ Equity,Blend,Large,2.0
70.0,0.34,1.79,78.0,0.38,1.64,13.17,43.24,77.0,-0.00381,Short-Term Bond,Value,Medium,3.0
63.0,0.35,1.8,72.0,0.38,1.64,13.17,45.09,56.0,-0.00321,Short-Term Bond,Value,Medium,2.0
57.0,0.33,1.72,73.0,0.36,1.58,13.17,44.73,65.0,-0.00282,Short-Term Bond,Value,Medium,2.0
44.0,0.69,8.3,31.0,0.73,7.75,13.17,89.79,22.0,-0.1038,Allocation--30% to 50% Equity,Blend,Large,2.0
15.0,0.32,4.78,23.0,0.27,3.7,2.84,5.33,43.0,-0.06401,Short-Term Bond,Value,Small,5.0
13.0,0.33,4.8,19.0,0.29,3.73,2.85,5.58,33.0,-0.06358,Short-Term Bond,Value,Small,5.0
19.0,0.68,5.38,13.0,0.66,4.34,3.62,18.49,92.0,-0.06619,Intermediate Core-Plus Bond,Value,Large,4.0
23.0,1.38,16.25,27.0,1.38,13.31,11.71,93.5,76.0,-0.1969,Tactical Allocation,Value,Large,4.0
58.0,1.09,12.53,28.0,1.09,10.06,13.17,97.87,16.0,-0.14446,Target-Date 2030,Blend,Large,3.0
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,63.0,-0.16424,Target-Date 2060+,Blend,Large,3.0
98.0,1.62,35.12,98.0,1.61,30.29,26.96,66.65,64.0,-0.49323,Latin America Stock,Blend,Medium,3.0
100.0,1.62,35.11,100.0,1.61,30.28,26.94,66.65,67.0,-0.49418,Latin America Stock,Blend,Medium,3.0
17.0,1.15,13.89,26.0,1.17,11.52,12.85,87.83,24.0,-0.19435,World Allocation,Blend,Large,4.0
95.0,1.62,35.12,95.0,1.61,30.3,26.96,66.67,63.0,-0.49267,Latin America Stock,Blend,Medium,3.0
